,tract,med_hh_income,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,COMM,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
115,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
114,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
113,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
112,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
111,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
110,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
109,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
81,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
106,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
80,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
90,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
78,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
79,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
68,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
69,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
70,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
71,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
67,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
73,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
74,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
75,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
76,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
77,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
72,06037111202,115799.0,Above Moderate Income,No,No,No,District 3,Granada Hills,5489.0,1780.0,3709.0,3476.0,2461.0,158.0,20.0,788.0
40990,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40989,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40988,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40987,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40986,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40983,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40984,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40982,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40979,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40991,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40980,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40985,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40992,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40981,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40994,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40993,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
41004,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
41003,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
41005,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
41001,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
41002,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40999,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40998,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40997,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40996,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
40995,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
41000,06037117301,116333.0,Above Moderate Income,No,No,No,District 3,North Hills,3917.0,1465.0,2452.0,2296.0,1507.0,152.0,7.0,599.0
18864,06037264303,116414.0,Above Moderate Income,No,No,No,District 3,Brentwood,2733.0,247.0,2486.0,2319.0,1981.0,36.0,1.0,284.0
18865,06037264303,116414.0,Above Moderate Income,No,No,No,District 3,Brentwood,2733.0,247.0,2486.0,2319.0,1981.0,36.0,1.0,284.0
18866,06037264303,116414.0,Above Moderate Income,No,No,No,District 3,Brentwood,2733.0,247.0,2486.0,2319.0,1981.0,36.0,1.0,284.0
18867,06037264303,116414.0,Above Moderate Income,No,No,No,District 3,Brentwood,2733.0,247.0,2486.0,2319.0,1981.0,36.0,1.0,284.0
18868,06037264303,116414.0,Above Moderate Income,No,No,No,District 3,Brentwood,2733.0,247.0,2486.0,2319.0,1981.0,36.0,1.0,284.0
18869,06037264303,116414.0,Above Moderate Income,No,No,No,District 3,Brentwood,2733.0,247.0,2486.0,2319.0,1981.0,36.0,1.0,284.0
18870,06037264303,116414.0,Above Moderate Income,No,No,No,District 3,Brentwood,2733.0,247.0,2486.0,2319.0,1981.0,36.0,1.0,284.0
18871,06037264303,116414.0,Above Moderate Income,No,No,No,District 3,Brentwood,2733.0,247.0,2486.0,2319.0,1981.0,36.0,1.0,284.0
18872,06037264303,116414.0,Above Moderate Income,No,No,No,District 3,Brentwood,2733.0,247.0,2486.0,2319.0,1981.0,36.0,1.0,284.0
18873,06037264303,116414.0,Above Moderate Income,No,No,No,District 3,Brentwood,2733.0,247.0,2486.0,2319.0,1981.0,36.0,1.0,284.0
3314,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3313,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3312,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3311,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3310,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3309,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3308,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3307,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3306,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3305,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3304,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3293,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3302,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3301,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3300,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3299,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3298,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3297,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3296,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3295,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3294,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3292,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3291,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3315,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3303,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3316,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3328,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3318,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3317,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3333,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3332,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3331,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3329,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3327,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3326,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3330,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3324,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3323,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3322,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3321,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3320,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3319,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
3325,06037113237,116696.0,Above Moderate Income,No,No,No,District 3,Chatsworth,3921.0,1042.0,2879.0,2719.0,1747.0,279.0,7.0,647.0
7841,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7836,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7837,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7838,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7839,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7840,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7842,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7849,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7844,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7845,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7846,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7847,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7848,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7855,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7850,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7843,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7856,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7864,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7858,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7873,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7872,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7834,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7871,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7870,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7869,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7868,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7867,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7866,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7865,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7863,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7862,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7861,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7860,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7859,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7857,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7852,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7851,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7854,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7853,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
7835,06037143401,116859.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
57993,06037265201,117798.0,Above Moderate Income,No,No,No,District 3,Westwood,2108.0,115.0,1993.0,1887.0,1545.0,29.0,0.0,281.0
57994,06037265201,117798.0,Above Moderate Income,No,No,No,District 3,Westwood,2108.0,115.0,1993.0,1887.0,1545.0,29.0,0.0,281.0
57995,06037265201,117798.0,Above Moderate Income,No,No,No,District 3,Westwood,2108.0,115.0,1993.0,1887.0,1545.0,29.0,0.0,281.0
57996,06037265201,117798.0,Above Moderate Income,No,No,No,District 3,Westwood,2108.0,115.0,1993.0,1887.0,1545.0,29.0,0.0,281.0
57998,06037265201,117798.0,Above Moderate Income,No,No,No,District 3,Westwood,2108.0,115.0,1993.0,1887.0,1545.0,29.0,0.0,281.0
57999,06037265201,117798.0,Above Moderate Income,No,No,No,District 3,Westwood,2108.0,115.0,1993.0,1887.0,1545.0,29.0,0.0,281.0
57997,06037265201,117798.0,Above Moderate Income,No,No,No,District 3,Westwood,2108.0,115.0,1993.0,1887.0,1545.0,29.0,0.0,281.0
58001,06037265201,117798.0,Above Moderate Income,No,No,No,District 3,Westwood,2108.0,115.0,1993.0,1887.0,1545.0,29.0,0.0,281.0
58002,06037265201,117798.0,Above Moderate Income,No,No,No,District 3,Westwood,2108.0,115.0,1993.0,1887.0,1545.0,29.0,0.0,281.0
58003,06037265201,117798.0,Above Moderate Income,No,No,No,District 3,Westwood,2108.0,115.0,1993.0,1887.0,1545.0,29.0,0.0,281.0
58004,06037265201,117798.0,Above Moderate Income,No,No,No,District 3,Westwood,2108.0,115.0,1993.0,1887.0,1545.0,29.0,0.0,281.0
58000,06037265201,117798.0,Above Moderate Income,No,No,No,District 3,Westwood,2108.0,115.0,1993.0,1887.0,1545.0,29.0,0.0,281.0
70983,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71015,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71016,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70984,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70982,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70997,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70980,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70979,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70978,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70977,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71014,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70981,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71013,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71012,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70999,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70996,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70995,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70994,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70993,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70992,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70991,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70990,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70989,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70988,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70987,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70986,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
